source_dataset,category,vehicle_type,from_stand,to_location,fare_amount,fare_type
aru_dto_2019,auto_iris_carrier,auto_iris,Itanagar,O'Point,300,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Itanagar,Abotani colony,250,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Pachin,500,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Nirjuli,500,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Bank Tinali,600,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Karsingsa,700,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Banderdewa,700,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Chimpu,1000,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Chandanagar,900,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Ganga Market,800,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Gohpur,1000,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Jully Central Jail,500,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Pappu Village,400,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Pappu hill,400,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Lobi,1000,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Senki park,1000,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Panchali,900,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Senkiview,1000,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Niti vihar,900,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Donyipolo,1300,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Mowb-II,900,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,'O' Point,600,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Sangloputung,800,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Yupia,800,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Dorum village,600,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Railway station,600,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Nyoch village,700,fixed
aru_dto_2019,auto_iris_carrier,auto_iris,Naharlagun,Doimuk,800,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Chimpu,700,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Lowarputung,700,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Bath Basti,1000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Jollang,800,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Senki View,700,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Senkipark,600,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Lobi,700,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Donyipolo,700,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Sangloputung,800,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,6 Kilo,500,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Papunallah,800,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Yupia,1500,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Nirjuli,1500,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Banderdewa,2000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Doimukh,1500,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Lakhi basti,1100,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Naharlagun,1000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Hollongi,2000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Balijan,3500,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Tarasso,5000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Poma,2000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Khamir,2000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Jote,2500,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Bassarnalloh,4000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Kimin,4500,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Ampoli,5000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Itanagar,Sagalee,6000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Pachin,700,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Nirjuli,700,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Bank Tinali,1000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Karsingsa,1000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Banderdewa,1500,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Chimpu,1300,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Chandanagar,1100,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Ganga Market,1000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Gohpur,1100,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Jully,1100,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Pappu Village,700,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Pappu hill,700,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Lobi,1100,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Senki park,1200,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Panchali,1000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Senkiview,1200,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Niti vihar,1000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Donyipolo,1300,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Lowerputung,1400,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Mowb-II,1000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,'O' Point,1000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Borum,800,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Nyoch,800,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Railway station,800,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Yupia,1000,fixed
aru_dto_2019,tata_mobile_hire,tata_mobile,Naharlagun,Tigdo,1000,fixed
aru_dto_2019,public_bus_per_seat,bus,Itanagar,Nakmandir,15,per_seat
aru_dto_2019,public_bus_per_seat,bus,Itanagar,Papunallah,20,per_seat
aru_dto_2019,public_bus_per_seat,bus,Itanagar,Naharlagun,30,per_seat
aru_dto_2019,public_bus_per_seat,bus,Itanagar,Lekhi,35,per_seat
aru_dto_2019,public_bus_per_seat,bus,Itanagar,Nirjuli,40,per_seat
aru_dto_2019,public_bus_per_seat,bus,Itanagar,Karsingsa,50,per_seat
aru_dto_2019,public_bus_per_seat,bus,Itanagar,Banderdewa,70,per_seat
aru_dto_2019,public_bus_per_seat,bus,Itanagar,Harmoti,80,per_seat
aru_dto_2019,per_day_hire_charge,auto_rickshaw,Capital Complex,per_day_excl_fuel,1000,per_day
aru_dto_2019,per_day_hire_charge,tempo,Capital Complex,per_day_excl_fuel,1500,per_day
aru_dto_2019,per_day_hire_charge,tracker,Capital Complex,per_day_excl_fuel,2500,per_day
aru_dto_2019,per_day_hire_charge,tata_sumo,per_12_hours,per_12hr_excl_fuel,3000,per_day
aru_dto_2019,per_day_hire_charge,auto_iris,Capital Complex,per_day_excl_fuel,1500,per_day
aru_dto_2019,per_day_hire_charge,tata_mobile,Capital Complex,per_day_excl_fuel,3000,per_day
aru_dto_2019,per_day_hire_charge,truck,Capital Complex,per_trip_incl_fuel,3000,per_trip
aru_dto_2019,per_day_hire_charge,truck,per_day,per_day_excl_fuel,4500,per_day
aru_dto_2019,per_day_hire_charge,bus,per_day_27_seater,per_day_incl_fuel_12hrs,4200,per_day
aru_dto_2019,per_day_hire_charge,bus,per_day_37_seater,per_day_incl_fuel_12hrs,5800,per_day
aru_dto_2019,per_day_hire_charge,bus,per_day_47_seater,per_day_incl_fuel_12hrs,7300,per_day
